Vestiging,lvl3,lvl4,Jaar-maand,Realisatie,Budget
0.92,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,153.23,61.48
0.92,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,436.73,61.48
0.92,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,-467.01,61.48
0.92,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,605.49,37.59
0.92,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,846.91,37.59
0.92,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1240.61,42.15
0.92,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,491.09,284.8
0.92,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,1278.97,284.8
0.92,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,704.31,284.8
1.85,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,6157.88,6028.25
1.85,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,8611.97,6028.25
1.85,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,7028.15,6028.25
1.85,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,64666.66,59295.73
1.85,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,61026.19,59295.73
1.85,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,54001.66,59295.73
1.85,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,10739.77,0.0
1.85,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,8316.79,0.0
1.85,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,6029.45,0.0
1.85,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,3973.99,601.99
1.85,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,4277.9,601.99
1.85,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,1079.81,601.99
1.85,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,654.22,298.47
1.85,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,644.31,298.47
1.85,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1511.51,305.3
1.85,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,1300.71,759.84
1.85,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,746.49,759.84
1.85,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,-136.65,755.29
1.85,lvl3_dummy_4,lvl4_dummy_17,2025-10-01,-1507.59,-341.71
1.85,lvl3_dummy_4,lvl4_dummy_17,2025-11-01,-2186.56,-341.71
1.85,lvl3_dummy_4,lvl4_dummy_17,2025-12-01,-983.0,-341.71
2.77,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,8947.51,9643.99
2.77,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,10541.0,9643.99
2.77,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,9277.37,9643.99
2.77,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,89752.48,76042.62
2.77,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,69973.15,76042.62
2.77,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,87465.83,76042.62
2.77,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,5005.9,598.08
2.77,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,3912.37,598.08
2.77,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,3824.88,598.08
2.77,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,2744.36,215.54
2.77,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,5081.4,215.54
2.77,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,4782.79,215.54
2.77,lvl3_dummy_4,lvl4_dummy_14,2025-10-01,695.27,4477.21
2.77,lvl3_dummy_4,lvl4_dummy_14,2025-11-01,931.44,4477.21
2.77,lvl3_dummy_4,lvl4_dummy_14,2025-12-01,1408.84,4477.21
2.77,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,711.09,388.47
2.77,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,891.02,388.47
2.77,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1506.56,397.58
2.77,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,972.6,948.95
2.77,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,482.22,948.95
2.77,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,2241.39,953.51
3.7,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,14052.34,8439.54
3.7,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,9113.22,8439.54
3.7,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,12309.59,8439.54
3.7,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,80064.53,64502.24
3.7,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,68771.8,64502.24
3.7,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,70554.01,64502.24
3.7,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,770.2,181.1
3.7,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,1064.82,181.1
3.7,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,669.1,181.1
3.7,lvl3_dummy_4,lvl4_dummy_14,2025-10-01,282.52,0.0
3.7,lvl3_dummy_4,lvl4_dummy_14,2025-11-01,554.06,0.0
3.7,lvl3_dummy_4,lvl4_dummy_14,2025-12-01,690.15,0.0
3.7,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,468.1,227.84
3.7,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,805.97,227.84
3.7,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,255.37,227.84
3.7,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,625.08,712.0
3.7,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,1383.69,712.0
3.7,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,682.17,712.0
4.62,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,12499.19,7233.9
4.62,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,13581.0,7233.9
4.62,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,10839.9,7233.9
4.62,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,67234.29,52700.27
4.62,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,63580.34,52700.27
4.62,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,50758.96,52700.27
4.62,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,2938.9,0.0
4.62,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,3075.01,0.0
4.62,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,3408.63,0.0
4.62,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,1887.73,148.18
4.62,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,318.51,148.18
4.62,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,251.6,148.18
4.62,lvl3_dummy_4,lvl4_dummy_18,2025-10-01,440.82,0.0
4.62,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,490.51,218.73
4.62,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,-33.88,218.73
4.62,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,720.32,214.17
4.62,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,579.31,475.04
4.62,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,690.25,475.04
4.62,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,126.61,470.49
4.62,lvl3_dummy_4,lvl4_dummy_17,2025-10-01,-870.35,0.0
4.62,lvl3_dummy_4,lvl4_dummy_17,2025-11-01,-1530.55,0.0
4.62,lvl3_dummy_4,lvl4_dummy_17,2025-12-01,-752.8,0.0
5.55,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,9887.61,9645.19
5.55,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,10976.72,9645.19
5.55,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,3505.5,9645.19
5.55,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,40615.95,32482.89
5.55,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,31575.3,32482.89
5.55,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,37527.68,32482.89
5.55,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,845.2,598.08
5.55,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,441.79,598.08
5.55,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,1415.33,598.08
5.55,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,-115.69,107.44
5.55,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,719.03,107.44
5.55,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,396.28,107.44
5.55,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,-111.02,94.55
5.55,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,615.23,94.55
5.55,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,88.11,99.11
5.55,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,1901.63,379.35
5.55,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,950.49,379.35
5.55,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,1322.59,383.91
6.47,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,13912.32,9645.19
6.47,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,10125.11,9645.19
6.47,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,3125.16,9645.19
6.47,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,78450.17,72055.95
6.47,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,77856.44,72055.95
6.47,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,80012.56,72055.95
6.47,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,4968.02,2392.31
6.47,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,7096.96,2392.31
6.47,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,7791.39,2392.31
6.47,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,1750.06,208.73
6.47,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,1236.26,208.73
6.47,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,1549.7,208.73
6.47,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,1963.17,313.28
6.47,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,933.05,313.28
6.47,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1001.13,313.28
6.47,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,2178.53,948.95
6.47,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,1188.64,948.95
6.47,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,920.93,953.51
7.4,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,2070.19,0.0
7.4,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,1079.85,0.0
7.4,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,4378.88,0.0
7.4,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,577.53,598.08
7.4,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,465.07,598.08
7.4,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,768.11,598.08
7.4,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,-120.69,1.8
7.4,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,979.61,1.8
7.4,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,386.46,1.8
8.32,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,2434.0,3616.95
8.32,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,1606.85,3616.95
8.32,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,2571.56,3616.95
8.32,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,40660.15,34775.83
8.32,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,38776.16,34775.83
8.32,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,39942.19,34775.83
8.32,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,5893.96,2392.31
8.32,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,5216.78,2392.31
8.32,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,5265.49,2392.31
8.32,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,1387.31,103.58
8.32,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,2067.49,103.58
8.32,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,3790.57,103.58
8.32,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,-26.62,303.03
8.32,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,1662.41,303.03
8.32,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,837.6,312.14
8.32,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,377.21,379.35
8.32,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,1721.48,379.35
8.32,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,2274.56,383.91
9.25,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,14586.14,9645.19
9.25,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,11250.71,9645.19
9.25,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,9877.88,9645.19
9.25,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,51592.71,55981.48
9.25,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,49560.27,55981.48
9.25,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,48985.64,55981.48
9.25,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,3605.63,5347.42
9.25,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,6260.85,5347.42
9.25,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,2255.12,5347.42
9.25,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,1246.94,173.53
9.25,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,1633.84,173.53
9.25,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,1666.79,173.53
9.25,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,574.58,118.48
9.25,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,854.44,118.48
9.25,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,428.2,120.75
9.25,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,1658.13,1187.04
9.25,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,979.73,1187.04
9.25,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,921.26,1182.49
10.17,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,11360.31,12056.49
10.17,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,10359.79,12056.49
10.17,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,3646.04,12056.49
10.17,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,161449.37,172183.11
10.17,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,167369.56,172183.11
10.17,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,175790.44,172183.11
10.17,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,6961.88,5980.78
10.17,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,10350.11,5980.78
10.17,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,9221.47,5980.78
10.17,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,4812.01,2462.69
10.17,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,4786.15,2462.69
10.17,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,5502.91,2462.69
10.17,lvl3_dummy_4,lvl4_dummy_14,2025-10-01,801.0,299.04
10.17,lvl3_dummy_4,lvl4_dummy_14,2025-11-01,1086.49,299.04
10.17,lvl3_dummy_4,lvl4_dummy_14,2025-12-01,799.77,299.04
10.17,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,552.51,530.87
10.17,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,1028.81,530.87
10.17,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1092.6,539.98
10.17,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,1518.64,854.4
10.17,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,708.42,854.4
10.17,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,1092.46,854.4
10.17,lvl3_dummy_4,lvl4_dummy_17,2025-10-01,-6370.15,0.0
10.17,lvl3_dummy_4,lvl4_dummy_17,2025-11-01,-8192.47,0.0
10.17,lvl3_dummy_4,lvl4_dummy_17,2025-12-01,-3155.63,0.0
11.1,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,1207.21,0.0
11.1,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,1502.43,0.0
11.1,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,4460.9,0.0
12.02,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,9076.82,7233.9
12.02,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,8033.69,7233.9
12.02,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,2090.61,7233.9
12.02,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,169141.6,160413.34
12.02,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,153044.44,160413.34
12.02,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,157393.16,160413.34
12.02,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,23356.93,13157.72
12.02,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,14425.16,13157.72
12.02,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,20537.44,13157.72
12.02,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,1581.23,451.87
12.02,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,1666.24,451.87
12.02,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,1735.01,451.87
12.02,lvl3_dummy_4,lvl4_dummy_14,2025-10-01,2080.5,4365.97
12.02,lvl3_dummy_4,lvl4_dummy_14,2025-11-01,2636.08,4365.97
12.02,lvl3_dummy_4,lvl4_dummy_14,2025-12-01,1774.49,4365.97
12.02,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,993.91,626.56
12.02,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,1202.9,626.56
12.02,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1475.2,626.56
12.02,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,956.98,1139.2
12.02,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,1231.15,1139.2
12.02,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,1784.62,1139.2
12.95,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,12912.51,12056.49
12.95,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,9501.4,12056.49
12.95,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,10852.87,12056.49
12.95,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,164207.21,207681.05
12.95,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,155179.08,207681.05
12.95,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,173347.24,207681.05
12.95,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,4325.65,8373.09
12.95,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,9649.71,8373.09
12.95,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,10765.49,8373.09
12.95,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,3217.44,567.75
12.95,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,6404.46,567.75
12.95,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,2006.79,567.75
12.95,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,1504.14,722.25
12.95,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,1622.36,722.25
12.95,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,2282.45,713.14
12.95,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,3377.7,1899.04
12.95,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,3368.66,1899.04
12.95,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,2996.55,1894.48
13.87,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,13579.66,12056.49
13.87,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,10194.54,12056.49
13.87,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,11301.15,12056.49
13.87,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,129747.59,145430.23
13.87,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,176603.01,145430.23
13.87,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,136469.26,145430.23
13.87,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,1990.25,0.0
13.87,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,1805.88,0.0
13.87,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,2407.89,0.0
13.87,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,2325.53,390.17
13.87,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,1705.18,390.17
13.87,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,684.44,390.17
13.87,lvl3_dummy_4,lvl4_dummy_14,2025-10-01,4514.1,874.39
13.87,lvl3_dummy_4,lvl4_dummy_14,2025-11-01,2158.46,874.39
13.87,lvl3_dummy_4,lvl4_dummy_14,2025-12-01,7729.43,874.39
13.87,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,1482.93,639.09
13.87,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,1473.37,639.09
13.87,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1803.3,625.42
13.87,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,337.51,948.95
13.87,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,1137.51,948.95
13.87,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,1139.64,953.51
14.8,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,4288.59,0.0
14.8,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,3583.72,0.0
14.8,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,3983.16,0.0
14.8,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,43779.3,46668.56
14.8,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,50415.48,46668.56
14.8,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,42028.0,46783.62
14.8,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,3370.39,5703.34
14.8,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,5828.43,5703.34
14.8,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,8049.94,5703.34
14.8,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,12338.55,15001.47
14.8,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,16151.53,15001.47
14.8,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,16104.63,15001.47
14.8,lvl3_dummy_4,lvl4_dummy_18,2025-10-01,-854.7,0.0
14.8,lvl3_dummy_4,lvl4_dummy_18,2025-11-01,-1772.31,0.0
14.8,lvl3_dummy_4,lvl4_dummy_18,2025-12-01,6653.25,0.0
14.8,lvl3_dummy_4,lvl4_dummy_14,2025-10-01,20833.0,3487.99
14.8,lvl3_dummy_4,lvl4_dummy_14,2025-11-01,13044.59,3487.99
14.8,lvl3_dummy_4,lvl4_dummy_14,2025-12-01,25568.32,3487.99
14.8,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,31578.24,48890.89
14.8,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,31362.46,48890.89
14.8,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,30793.27,48886.33
14.8,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,16013.29,27378.31
14.8,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,27452.5,27378.31
14.8,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,31182.02,27379.45
14.8,lvl3_dummy_4,lvl4_dummy_17,2025-10-01,-701.3,0.0
14.8,lvl3_dummy_4,lvl4_dummy_17,2025-11-01,-1485.27,0.0
14.8,lvl3_dummy_4,lvl4_dummy_17,2025-12-01,625.43,0.0
15.72,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,598.51,0.0
15.72,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,1631.39,0.0
15.72,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,3147.06,0.0
15.72,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,5546.49,0.0
15.72,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,6720.94,0.0
15.72,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,6160.12,0.0
17.57,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,147.04,0.0
17.57,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,4128.3,0.0
17.57,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,5453.31,0.0
19.42,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,11917.21,12501.39
19.42,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,11254.6,12501.39
19.42,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,9978.02,12501.39
19.42,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,48179.49,67887.31
19.42,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,45618.31,67887.31
19.42,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,63743.76,67896.42
19.42,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,-2123.15,3036.51
19.42,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,5363.63,3036.51
19.42,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,6927.96,3036.51
19.42,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,127603.05,170889.88
19.42,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,137234.77,170889.88
19.42,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,139391.68,170889.88
19.42,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,344.51,1706.78
19.42,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,204.95,1706.78
19.42,lvl3_dummy_4,lvl4_dummy_15,2025-12-01,1331.3,1702.22
19.42,lvl3_dummy_4,lvl4_dummy_16,2025-10-01,1589.86,284.8
19.42,lvl3_dummy_4,lvl4_dummy_16,2025-11-01,80.77,284.8
19.42,lvl3_dummy_4,lvl4_dummy_16,2025-12-01,2310.91,284.8
19.42,lvl3_dummy_4,lvl4_dummy_17,2025-10-01,-98328.44,-148803.18
19.42,lvl3_dummy_4,lvl4_dummy_17,2025-11-01,-90801.39,-148803.18
19.42,lvl3_dummy_4,lvl4_dummy_17,2025-12-01,-100212.49,-148803.18
20.34,lvl3_dummy_4,lvl4_dummy_10,2025-10-01,7297.44,16746.19
20.34,lvl3_dummy_4,lvl4_dummy_10,2025-11-01,17588.97,16746.19
20.34,lvl3_dummy_4,lvl4_dummy_10,2025-12-01,21259.51,16746.19
20.34,lvl3_dummy_4,lvl4_dummy_11,2025-10-01,10109.6,0.0
20.34,lvl3_dummy_4,lvl4_dummy_11,2025-11-01,9977.23,0.0
20.34,lvl3_dummy_4,lvl4_dummy_11,2025-12-01,10628.06,0.0
20.34,lvl3_dummy_4,lvl4_dummy_12,2025-10-01,46977.56,41881.11
20.34,lvl3_dummy_4,lvl4_dummy_12,2025-11-01,37070.71,41881.11
20.34,lvl3_dummy_4,lvl4_dummy_12,2025-12-01,36254.29,41881.11
20.34,lvl3_dummy_4,lvl4_dummy_13,2025-10-01,1411.54,146.8
20.34,lvl3_dummy_4,lvl4_dummy_13,2025-11-01,-93.91,146.8
20.34,lvl3_dummy_4,lvl4_dummy_13,2025-12-01,-81.85,146.8
20.34,lvl3_dummy_4,lvl4_dummy_15,2025-10-01,1402.98,677.82
20.34,lvl3_dummy_4,lvl4_dummy_15,2025-11-01,1345.76,677.82
